CD_CARGO,SQ_CANDIDATO,NM_CANDIDATO,CD_SITUACAO_CANDIDATURA,DS_SITUACAO_CANDIDATURA,CD_DETALHE_SITUACAO_CAND,DS_DETALHE_SITUACAO_CAND,TP_AGREMIACAO,NR_PARTIDO,SG_PARTIDO,NM_PARTIDO,NR_FEDERACAO,NM_FEDERACAO,SG_FEDERACAO,DS_COMPOSICAO_FEDERACAO,SQ_COLIGACAO,NM_COLIGACAO,DS_COMPOSICAO_COLIGACAO,NR_IDADE_DATA_POSSE,CD_GENERO,DS_GENERO,CD_GRAU_INSTRUCAO,DS_GRAU_INSTRUCAO,CD_ESTADO_CIVIL,DS_ESTADO_CIVIL,CD_COR_RACA,DS_COR_RACA,CD_OCUPACAO,DS_OCUPACAO,VR_DESPESA_MAX_CAMPANHA,CD_SIT_TOT_TURNO,DS_SIT_TOT_TURNO,ST_REELEICAO,ST_DECLARAR_BENS,NR_PROTOCOLO_CANDIDATURA,NR_PROCESSO,CD_SITUACAO_CANDIDATO_PLEITO,DS_SITUACAO_CANDIDATO_PLEITO,CD_SITUACAO_CANDIDATO_URNA,DS_SITUACAO_CANDIDATO_URNA,ST_CANDIDATO_INSERIDO_URNA,NM_TIPO_DESTINACAO_VOTOS,CD_SITUACAO_CANDIDATO_TOT,DS_SITUACAO_CANDIDATO_TOT,ST_PREST_CONTAS,ST_SUBSTITUIDO,SQ_SUBSTITUIDO,SQ_ORDEM_SUPLENCIA,DT_ACEITE_CANDIDATURA
7,250001721388,JOSE FERNANDES DE OLIVEIRA BARBOSA,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,36,AGIR,AGIR,-1,#NULO#,#NULO#,#NULO#,250001685371,PARTIDO ISOLADO,AGIR,59.0,2,MASCULINO,7,SUPERIOR INCOMPLETO,1,SOLTEIRO(A),1,BRANCA,999,OUTROS,1270629.01,4,NÃO ELEITO,N,S,-1,6039749520226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,-1,15/08/2022 14:10:02
6,250001597667,VLADIMIR FRANCISCHINELLI ARRUDA LEITE,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,30,NOVO,PARTIDO NOVO,-1,#NULO#,#NULO#,#NULO#,250001680945,PARTIDO ISOLADO,NOVO,52.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,296,SERVIDOR PÚBLICO FEDERAL,3176572.53,5,SUPLENTE,N,S,-1,6003573020226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,19,28/07/2022 17:05:52
6,250001611320,CRISTIANE FERREIRA DA SILVA,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,22,PL,PARTIDO LIBERAL,-1,#NULO#,#NULO#,#NULO#,250001681568,PARTIDO ISOLADO,PL,45.0,4,FEMININO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),2,PRETA,999,OUTROS,3176572.53,5,SUPLENTE,N,S,-1,6014079120226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,32,08/08/2022 17:18:03
6,250001612131,MARCIO CECCHETTINI,3,INAPTO,6,RENÚNCIA,FEDERAÇÃO,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,1,Federação PSDB Cidadania,PSDB/CIDADANIA,PSDB/CIDADANIA,250001681602,FEDERAÇÃO,PSDB/CIDADANIA,54.0,2,MASCULINO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),1,BRANCA,257,EMPRESÁRIO,3176572.53,-1,#NULO#,N,S,-1,6018954620226260000,-1,#NULO#,-1,#NULO#,NÃO,#NULO#,-1,#NULO#,N,N,-1,-1,08/08/2022 18:52:42
7,250001621748,MARIA JULIANA PATRÍCIA DA COSTA,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,70,AVANTE,AVANTE,-1,#NULO#,#NULO#,#NULO#,250001682281,PARTIDO ISOLADO,AVANTE,38.0,4,FEMININO,6,ENSINO MÉDIO COMPLETO,9,DIVORCIADO(A),3,PARDA,145,BOMBEIRO CIVIL,1270629.01,4,NÃO ELEITO,N,N,-1,6026792320226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,-1,10/08/2022 19:01:15
6,250001604847,MARIA DE JESUS LOPES MARTINS SILVA,3,INAPTO,6,RENÚNCIA,PARTIDO ISOLADO,14,PTB,PARTIDO TRABALHISTA BRASILEIRO,-1,#NULO#,#NULO#,#NULO#,250001681260,PARTIDO ISOLADO,PTB,68.0,4,FEMININO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,131,ADVOGADO,3176572.53,-1,#NULO#,N,S,-1,6006778020226260000,-1,#NULO#,-1,#NULO#,NÃO,#NULO#,-1,#NULO#,N,S,-1,-1,04/08/2022 18:08:07
6,250001620717,FELICIANO NAHIMY FILHO,12,APTO,4,INDEFERIDO COM RECURSO,PARTIDO ISOLADO,51,PATRIOTA,PATRIOTA,-1,#NULO#,#NULO#,#NULO#,250001682231,PARTIDO ISOLADO,PATRIOTA,65.0,2,MASCULINO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),1,BRANCA,121,ECONOMISTA,3176572.53,4,NÃO ELEITO,N,S,-1,6024818320226260000,4,INDEFERIDO COM RECURSO,4,INDEFERIDO COM RECURSO,SIM,Anulado sub judice,4,Indeferido com recurso,S,N,-1,-1,10/08/2022 15:54:40
6,250001611370,SAMIRA SILOTI,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,22,PL,PARTIDO LIBERAL,-1,#NULO#,#NULO#,#NULO#,250001681568,PARTIDO ISOLADO,PL,39.0,4,FEMININO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),1,BRANCA,131,ADVOGADO,3176572.53,5,SUPLENTE,N,S,-1,6014485820226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,48,08/08/2022 17:18:03
7,250001619397,JOSÉ MENINO DE OLIVEIRA,12,APTO,2,DEFERIDO,FEDERAÇÃO,18,REDE,REDE SUSTENTABILIDADE,3,Federação PSOL REDE,PSOL/REDE,PSOL/REDE,250001682175,FEDERAÇÃO,PSOL/REDE,44.0,2,MASCULINO,7,SUPERIOR INCOMPLETO,9,DIVORCIADO(A),1,BRANCA,931,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",1270629.01,5,SUPLENTE,N,S,-1,6023077420226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,55,10/08/2022 12:07:26
7,250001597790,VITOR LUIS ARTIOLI KUNDRAT,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,30,NOVO,PARTIDO NOVO,-1,#NULO#,#NULO#,#NULO#,250001680946,PARTIDO ISOLADO,NOVO,40.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,142,PROFESSOR DE ENSINO SUPERIOR,1270629.01,5,SUPLENTE,N,S,-1,6004413120226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,22,28/07/2022 17:48:08
6,250001610273,FAUSTO SALVADOR PERES,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,19,PODE,PODEMOS,-1,#NULO#,#NULO#,#NULO#,250001681496,PARTIDO ISOLADO,PODE,53.0,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,3,CASADO(A),1,BRANCA,278,VEREADOR,3176572.53,5,SUPLENTE,N,S,-1,6011879320226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,16,08/08/2022 14:45:25
7,250001721343,JORGE MOTA DE OLIVEIRA JUNIOR,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,36,AGIR,AGIR,-1,#NULO#,#NULO#,#NULO#,250001685371,PARTIDO ISOLADO,AGIR,45.0,2,MASCULINO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),3,PARDA,278,VEREADOR,1270629.01,4,NÃO ELEITO,N,N,-1,6039957120226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,-1,15/08/2022 14:10:02
7,250001621399,GIRLENIO GOMES DE OLIVEIRA,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,51,PATRIOTA,PATRIOTA,-1,#NULO#,#NULO#,#NULO#,250001682264,PARTIDO ISOLADO,PATRIOTA,54.0,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,SOLTEIRO(A),3,PARDA,169,COMERCIANTE,1270629.01,4,NÃO ELEITO,N,S,-1,6025935220226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,-1,10/08/2022 18:12:28
6,250001717154,SEVERINO DOS RAMOS SANTOS SILVA,3,INAPTO,6,RENÚNCIA,PARTIDO ISOLADO,36,AGIR,AGIR,-1,#NULO#,#NULO#,#NULO#,250001685214,PARTIDO ISOLADO,AGIR,61.0,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,9,DIVORCIADO(A),1,BRANCA,169,COMERCIANTE,3176572.53,-1,#NULO#,N,N,-1,6038363120226260000,-1,#NULO#,-1,#NULO#,NÃO,#NULO#,-1,#NULO#,N,N,-1,-1,15/08/2022 11:43:28
7,250001639603,DOUGLAS ALBERTO SANTOS,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,10,REPUBLICANOS,REPUBLICANOS,-1,#NULO#,#NULO#,#NULO#,250001682797,PARTIDO ISOLADO,REPUBLICANOS,43.0,2,MASCULINO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),1,BRANCA,278,VEREADOR,1270629.01,5,SUPLENTE,N,S,-1,6028576920226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,13,11/08/2022 14:06:36
7,250001699828,ALEUSON ROSA DA SILVA,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,28,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,-1,#NULO#,#NULO#,#NULO#,250001684724,PARTIDO ISOLADO,PRTB,40.0,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,3,CASADO(A),3,PARDA,257,EMPRESÁRIO,1270629.01,4,NÃO ELEITO,N,S,-1,6036111120226260000,4,INDEFERIDO COM RECURSO,4,INDEFERIDO COM RECURSO,SIM,Válido,2,Deferido,S,N,-1,-1,14/08/2022 18:20:55
6,250001613940,ARTUR CESAR BONACCORSI,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,33,PMN,PARTIDO DA MOBILIZAÇÃO NACIONAL,-1,#NULO#,#NULO#,#NULO#,250001681693,PARTIDO ISOLADO,PMN,52.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,131,ADVOGADO,3176572.53,4,NÃO ELEITO,N,S,-1,6020790220226260000,2,DEFERIDO,4,INDEFERIDO COM RECURSO,SIM,Válido,2,Deferido,S,N,-1,-1,09/08/2022 13:17:08
7,250001614903,PATRICIA MARIA DE MELO ZANOTTI MONTILHA,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,14,PTB,PARTIDO TRABALHISTA BRASILEIRO,-1,#NULO#,#NULO#,#NULO#,250001681750,PARTIDO ISOLADO,PTB,45.0,4,FEMININO,8,SUPERIOR COMPLETO,3,CASADO(A),3,PARDA,125,ADMINISTRADOR,1270629.01,4,NÃO ELEITO,N,S,-1,6021986020226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,-1,09/08/2022 16:27:56
6,250001717168,EDER DIAS MASCARENHAS,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,36,AGIR,AGIR,-1,#NULO#,#NULO#,#NULO#,250001685214,PARTIDO ISOLADO,AGIR,41.0,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,9,DIVORCIADO(A),1,BRANCA,257,EMPRESÁRIO,3176572.53,4,NÃO ELEITO,N,S,-1,6038155520226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,-1,15/08/2022 11:43:28
6,250001643714,ANTONIO MARIO DE PAULA FERREIRA IELO,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,12,PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,-1,#NULO#,#NULO#,#NULO#,250001683087,PARTIDO ISOLADO,PDT,62.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,102,ARQUITETO,3176572.53,4,NÃO ELEITO,N,S,-1,6032968020226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,-1,11/08/2022 17:16:49
6,250001643715,CLAUDIA KEITI DA COSTA,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,12,PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,-1,#NULO#,#NULO#,#NULO#,250001683087,PARTIDO ISOLADO,PDT,40.0,4,FEMININO,7,SUPERIOR INCOMPLETO,3,CASADO(A),3,PARDA,125,ADMINISTRADOR,3176572.53,4,NÃO ELEITO,N,N,-1,6033045720226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,-1,11/08/2022 17:16:49
7,250001721380,WAGNER ALVES DE LIMA,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,36,AGIR,AGIR,-1,#NULO#,#NULO#,#NULO#,250001685371,PARTIDO ISOLADO,AGIR,34.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),3,PARDA,537,MOTORISTA PARTICULAR,1270629.01,4,NÃO ELEITO,N,N,-1,6040043320226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,-1,15/08/2022 14:10:02
6,250001604972,GUILHERME CAMPOS JUNIOR,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,55,PSD,PARTIDO SOCIAL DEMOCRÁTICO,-1,#NULO#,#NULO#,#NULO#,250001681263,PARTIDO ISOLADO,PSD,60.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,297,SERVIDOR PÚBLICO ESTADUAL,3176572.53,5,SUPLENTE,N,S,-1,6007427520226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,6,04/08/2022 19:36:06
6,250001715865,LEILSON CASTRO DOS SANTOS,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,28,PRTB,PARTIDO RENOVADOR TRABALHISTA BRASILEIRO,-1,#NULO#,#NULO#,#NULO#,250001685178,PARTIDO ISOLADO,PRTB,45.0,2,MASCULINO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),3,PARDA,169,COMERCIANTE,3176572.53,4,NÃO ELEITO,N,S,-1,6037462320226260000,2,DEFERIDO,4,INDEFERIDO COM RECURSO,SIM,Válido,2,Deferido,S,N,-1,-1,15/08/2022 10:47:10
6,250001613956,GLÁUCIA ASSUNÇÃO DE OLIVEIRA,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,33,PMN,PARTIDO DA MOBILIZAÇÃO NACIONAL,-1,#NULO#,#NULO#,#NULO#,250001681693,PARTIDO ISOLADO,PMN,38.0,4,FEMININO,6,ENSINO MÉDIO COMPLETO,3,CASADO(A),2,PRETA,931,"ESTUDANTE, BOLSISTA, ESTAGIÁRIO E ASSEMELHADOS",3176572.53,4,NÃO ELEITO,N,N,-1,6020842420226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,-1,09/08/2022 13:17:08
6,250001620761,VITOR LEONARDO SANTOS VARCILIO,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,51,PATRIOTA,PATRIOTA,-1,#NULO#,#NULO#,#NULO#,250001682231,PARTIDO ISOLADO,PATRIOTA,39.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,295,MEMBRO DAS FORÇAS ARMADAS,3176572.53,4,NÃO ELEITO,N,S,-1,6025172820226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,-1,10/08/2022 15:54:40
7,250001610504,GABRIEL PINELLI FERRAZ,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,19,PODE,PODEMOS,-1,#NULO#,#NULO#,#NULO#,250001681521,PARTIDO ISOLADO,PODE,37.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,235,PROFESSOR E INSTRUTOR DE FORMAÇÃO PROFISSIONAL,1270629.01,5,SUPLENTE,N,S,-1,6013073920226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,27,08/08/2022 15:28:51
7,250001611473,JULIO CESAR DE OLIVEIRA,12,APTO,2,DEFERIDO,FEDERAÇÃO,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,1,Federação PSDB Cidadania,PSDB/CIDADANIA,PSDB/CIDADANIA,250001681575,FEDERAÇÃO,PSDB/CIDADANIA,55.0,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,3,CASADO(A),1,BRANCA,411,VENDEDOR DE COMÉRCIO VAREJISTA E ATACADISTA,1270629.01,5,SUPLENTE,N,S,-1,6015837020226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,68,08/08/2022 17:36:27
7,250001643773,ODETE BARBOSA DA SILVA,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,20,PSC,PARTIDO SOCIAL CRISTÃO,-1,#NULO#,#NULO#,#NULO#,250001683088,PARTIDO ISOLADO,PSC,69.0,4,FEMININO,6,ENSINO MÉDIO COMPLETO,1,SOLTEIRO(A),3,PARDA,923,APOSENTADO (EXCETO SERVIDOR PÚBLICO),1270629.01,5,SUPLENTE,S,S,-1,6032838120226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,77,11/08/2022 18:51:02
7,250001611455,VINICIUS ALMEIDA CAMARINHA,12,APTO,2,DEFERIDO,FEDERAÇÃO,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,1,Federação PSDB Cidadania,PSDB/CIDADANIA,PSDB/CIDADANIA,250001681575,FEDERAÇÃO,PSDB/CIDADANIA,43.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,131,ADVOGADO,1270629.01,2,ELEITO POR QP,S,S,-1,6016218220226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,-1,08/08/2022 17:36:27
6,250001611248,ENRICO VAN BLARCUM DE GRAAFF MISASI,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,15,MDB,MOVIMENTO DEMOCRÁTICO BRASILEIRO,-1,#NULO#,#NULO#,#NULO#,250001681566,PARTIDO ISOLADO,MDB,28.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,999,OUTROS,3176572.53,5,SUPLENTE,S,S,-1,6013463620226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,2,08/08/2022 17:12:38
7,250001642250,LIGIA MAYUMI FUNAKI,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,35,PMB,PARTIDO DA MULHER BRASILEIRA,-1,#NULO#,#NULO#,#NULO#,250001682984,PARTIDO ISOLADO,PMB,40.0,4,FEMININO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,111,MÉDICO,1270629.01,4,NÃO ELEITO,N,S,-1,6029936620226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,-1,11/08/2022 19:35:05
7,250001610446,CRISTIANE VIVIAN ALVES GOMES,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,19,PODE,PODEMOS,-1,#NULO#,#NULO#,#NULO#,250001681521,PARTIDO ISOLADO,PODE,46.0,4,FEMININO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,131,ADVOGADO,1270629.01,5,SUPLENTE,N,S,-1,6012562820226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,53,08/08/2022 15:28:51
7,250001611484,MAURO BRAGATO,12,APTO,2,DEFERIDO,FEDERAÇÃO,45,PSDB,PARTIDO DA SOCIAL DEMOCRACIA BRASILEIRA,1,Federação PSDB Cidadania,PSDB/CIDADANIA,PSDB/CIDADANIA,250001681575,FEDERAÇÃO,PSDB/CIDADANIA,69.0,2,MASCULINO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),1,BRANCA,277,DEPUTADO,1270629.01,2,ELEITO POR QP,S,S,-1,6016157520226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,-1,08/08/2022 17:36:27
7,250001621734,SERGIO RAMOS ROBERTO,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,70,AVANTE,AVANTE,-1,#NULO#,#NULO#,#NULO#,250001682281,PARTIDO ISOLADO,AVANTE,46.0,2,MASCULINO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),3,PARDA,257,EMPRESÁRIO,1270629.01,4,NÃO ELEITO,N,S,-1,6027087320226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,-1,10/08/2022 19:01:15
6,250001610304,CAIO JOSÉ CARLOS SILVEIRA GAIANE,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,19,PODE,PODEMOS,-1,#NULO#,#NULO#,#NULO#,250001681496,PARTIDO ISOLADO,PODE,61.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,111,MÉDICO,3176572.53,5,SUPLENTE,N,S,-1,6011653520226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,38,08/08/2022 14:45:25
6,250001640086,MARCIO AUGUSTO DE MEDEIROS,3,INAPTO,14,INDEFERIDO,PARTIDO ISOLADO,14,PTB,PARTIDO TRABALHISTA BRASILEIRO,-1,#NULO#,#NULO#,#NULO#,250001681260,PARTIDO ISOLADO,PTB,40.0,2,MASCULINO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),1,BRANCA,171,JORNALISTA E REDATOR,3176572.53,-1,#NULO#,N,N,-1,6029373320226260000,-1,#NULO#,-1,#NULO#,NÃO,#NULO#,-1,#NULO#,N,N,-1,-1,11/08/2022 17:57:45
7,250001639584,IARA FRANCISCA DOS SANTOS,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,10,REPUBLICANOS,REPUBLICANOS,-1,#NULO#,#NULO#,#NULO#,250001682797,PARTIDO ISOLADO,REPUBLICANOS,55.0,4,FEMININO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),1,BRANCA,923,APOSENTADO (EXCETO SERVIDOR PÚBLICO),1270629.01,5,SUPLENTE,N,S,-1,6028836720226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,38,11/08/2022 14:06:36
6,250001611332,ARMANDO BEGA,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,22,PL,PARTIDO LIBERAL,-1,#NULO#,#NULO#,#NULO#,250001681568,PARTIDO ISOLADO,PL,61.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),3,PARDA,142,PROFESSOR DE ENSINO SUPERIOR,3176572.53,5,SUPLENTE,N,S,-1,6013957720226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,25,08/08/2022 17:18:03
6,250001613799,JOÃO PAULO RILLO,12,APTO,2,DEFERIDO,FEDERAÇÃO,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,3,Federação PSOL REDE,PSOL/REDE,PSOL/REDE,250001681689,FEDERAÇÃO,PSOL/REDE,46.0,2,MASCULINO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),1,BRANCA,278,VEREADOR,3176572.53,5,SUPLENTE,N,S,-1,6020461220226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,4,09/08/2022 12:36:37
6,250001613811,ALVARO EXPEDITO JERONYMO,12,APTO,2,DEFERIDO,FEDERAÇÃO,50,PSOL,PARTIDO SOCIALISMO E LIBERDADE,3,Federação PSOL REDE,PSOL/REDE,PSOL/REDE,250001681689,FEDERAÇÃO,PSOL/REDE,54.0,2,MASCULINO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),2,PRETA,999,OUTROS,3176572.53,5,SUPLENTE,N,N,-1,6020314320226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,21,09/08/2022 12:36:37
6,250001643904,YAN LOPES DE ALMEIDA,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,20,PSC,PARTIDO SOCIAL CRISTÃO,-1,#NULO#,#NULO#,#NULO#,250001683090,PARTIDO ISOLADO,PSC,22.0,2,MASCULINO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),1,BRANCA,278,VEREADOR,3176572.53,5,SUPLENTE,N,S,-1,6033998720226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,5,11/08/2022 20:10:01
6,250001611980,GLAUCIA DE MATOS BERNARDO,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,11,PP,PROGRESSISTAS,-1,#NULO#,#NULO#,#NULO#,250001681596,PARTIDO ISOLADO,PP,46.0,4,FEMININO,8,SUPERIOR COMPLETO,9,DIVORCIADO(A),1,BRANCA,185,ESCRITOR E CRÍTICO,3176572.53,5,SUPLENTE,N,N,-1,6018183720226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,N,N,-1,59,08/08/2022 18:38:03
7,250001643621,JHONY ANTONIO BARBOZA,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,12,PDT,PARTIDO DEMOCRÁTICO TRABALHISTA,-1,#NULO#,#NULO#,#NULO#,250001683082,PARTIDO ISOLADO,PDT,34.0,2,MASCULINO,8,SUPERIOR COMPLETO,1,SOLTEIRO(A),1,BRANCA,266,PROFESSOR DE ENSINO MÉDIO,1270629.01,5,SUPLENTE,N,S,-1,6031625320226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,26,11/08/2022 16:28:17
6,250001606070,ASTROGILDO CANDIDO DE SOUSA JUNIOR,12,APTO,2,DEFERIDO,PARTIDO ISOLADO,77,SOLIDARIEDADE,SOLIDARIEDADE,-1,#NULO#,#NULO#,#NULO#,250001681312,PARTIDO ISOLADO,SOLIDARIEDADE,36.0,2,MASCULINO,6,ENSINO MÉDIO COMPLETO,1,SOLTEIRO(A),1,BRANCA,257,EMPRESÁRIO,3176572.53,5,SUPLENTE,N,S,-1,6008414520226260000,2,DEFERIDO,2,DEFERIDO,SIM,Válido,2,Deferido,S,N,-1,46,05/08/2022 16:02:00
9,250001612470,ALBERTO ALVES DA FONSECA,12,APTO,2,DEFERIDO,COLIGAÇÃO,22,PL,PARTIDO LIBERAL,-1,#NULO#,#NULO#,#NULO#,250001681618,São Paulo Pode Mais,PTB / PSD / PSC / PMN / PL / REPUBLICANOS,56.0,2,MASCULINO,8,SUPERIOR COMPLETO,3,CASADO(A),1,BRANCA,278,VEREADOR,-1.0,1,ELEITO,N,S,-1,6019924620226260000,2,DEFERIDO,2,DEFERIDO,SIM,#NULO#,2,Deferido,N,N,-1,-1,08/08/2022 20:09:18
