Mortalidade Geral
Óbitos Residentes MSP por Idade Detalhada e Distrito Admin residência
Sexo: Feminino
Raça/Cor: Preta
Período:2010-2019
"Idade Detalhada";"Água Rasa";"Alto de Pinheiros";"Anhanguera";"Aricanduva";"Artur Alvim";"Barra Funda";"Bela Vista";"Belém";"Bom Retiro";"Brás";"Brasilândia";"Butantã";"Cachoeirinha";"Cambuci";"Campo Belo";"Campo Grande";"Campo Limpo";"Cangaíba";"Capão Redondo";"Carrão";"Casa Verde";"Cidade Ademar";"Cidade Dutra";"Cidade Líder";"Cidade Tiradentes";"Consolação";"Cursino";"Ermelino Matarazzo";"Freguesia do Ó";"Grajaú";"Guaianases";"Iguatemi";"Ipiranga";"Itaim Bibi";"Itaim Paulista";"Itaquera";"Jabaquara";"Jaçanã";"Jaguara";"Jaguaré";"Jaraguá";"Jardim Ângela";"Jardim Helena";"Jardim Paulista";"Jardim São Luís";"José Bonifácio";"Lajeado";"Lapa";"Liberdade";"Limão";"Mandaqui";"Marsilac";"Moema";"Moóca";"Morumbi";"Parelheiros";"Pari";"Parque do Carmo";"Pedreira";"Penha";"Perdizes";"Perus";"Pinheiros";"Pirituba";"Ponte Rasa";"Raposo Tavares";"República";"Rio Pequeno";"Sacomã";"Santa Cecília";"Santana";"Santo Amaro";"São Domingos";"São Lucas";"São Mateus";"São Miguel";"São Rafael";"Sapopemba";"Saúde";"Sé";"Socorro";"Tatuapé";"Tremembé";"Tucuruvi";"Vila Andrade";"Vila Curuçá";"Vila Formosa";"Vila Guilherme";"Vila Jacuí";"Vila Leopoldina";"Vila Maria";"Vila Mariana";"Vila Matilde";"Vila Medeiros";"Vila Prudente";"Vila Sônia";"Ignorado";"Total"
"73 anos";-;1;-;6;10;-;-;1;2;1;24;2;11;1;3;6;8;6;16;6;6;21;10;12;15;-;2;5;6;10;11;6;1;3;13;14;12;7;2;-;12;15;6;-;10;11;8;1;2;2;4;2;1;-;1;3;-;1;2;5;1;2;1;6;7;5;1;4;11;4;3;2;4;8;5;9;3;13;3;-;-;1;13;6;1;8;2;2;3;1;5;-;7;9;2;5;1;504
"74 anos";1;-;2;6;7;-;1;-;-;3;17;6;9;1;-;5;4;3;13;-;7;20;15;5;17;1;5;6;11;16;2;2;6;-;12;11;19;5;1;-;5;16;7;2;8;7;13;2;2;11;6;2;-;-;-;6;-;3;5;5;1;2;-;9;8;2;2;10;13;3;2;1;5;5;5;4;4;9;4;2;3;1;6;8;2;11;3;3;4;-;5;-;6;8;4;5;1;500
"75 anos";2;2;-;5;3;-;-;-;2;2;18;4;12;2;-;4;13;10;11;3;7;16;6;3;13;3;5;4;4;20;5;6;4;1;9;12;8;13;1;2;7;6;13;1;11;6;8;-;1;10;13;-;-;1;-;3;2;1;5;4;3;2;1;6;6;6;2;5;7;1;3;3;2;5;5;2;5;15;3;2;-;-;13;9;2;9;6;2;7;-;3;2;3;5;3;4;1;480
"76 anos";5;-;1;2;6;1;1;-;1;-;23;1;16;-;1;1;7;14;9;3;7;14;9;9;12;2;6;5;12;13;8;5;4;-;13;13;21;4;-;-;4;16;7;1;19;11;3;1;2;11;8;-;1;2;-;3;-;4;4;2;1;3;1;9;4;2;4;3;12;-;2;1;3;7;6;8;6;18;2;1;1;2;11;5;1;9;4;-;4;1;5;5;6;14;1;1;1;512
"77 anos";4;1;-;8;8;-;3;2;-;-;21;1;13;2;1;5;7;6;12;2;9;22;11;9;9;-;1;4;6;15;3;4;1;-;17;11;8;5;2;1;7;11;3;2;12;8;13;2;2;8;2;1;-;-;-;6;1;3;2;7;3;2;-;7;8;4;3;10;5;2;-;2;4;5;13;6;5;13;2;4;2;1;5;5;-;11;5;2;9;-;3;-;8;7;3;5;1;489
"78 anos";4;-;-;7;12;-;3;-;-;1;20;2;8;3;1;3;6;8;15;5;5;7;2;4;14;2;7;7;7;15;11;8;4;1;10;14;11;8;-;3;10;10;5;-;6;12;2;4;4;9;4;-;1;-;1;5;1;-;4;3;1;3;2;10;5;6;2;8;5;2;4;1;3;4;7;5;7;14;1;2;1;3;11;4;3;5;6;1;8;-;1;3;8;11;1;1;-;478
"79 anos";5;2;-;2;9;2;2;1;-;-;32;3;8;2;-;7;11;14;10;5;6;13;7;3;14;-;7;5;10;14;8;6;4;-;15;15;18;7;1;2;7;11;6;1;10;4;5;2;-;7;5;-;-;5;1;12;-;-;4;4;-;4;3;7;2;5;3;7;10;-;4;1;2;8;8;7;1;11;1;1;1;-;8;4;3;5;1;-;12;1;3;2;4;9;3;1;2;498
"80 anos";3;-;2;5;14;-;6;4;-;1;23;2;8;2;3;1;5;4;10;5;8;20;12;9;13;-;6;3;8;12;5;10;5;2;10;16;22;10;1;1;5;2;10;1;16;8;7;1;1;6;2;-;-;1;1;7;-;6;2;1;-;3;3;6;8;1;4;6;10;2;8;1;4;4;5;9;3;12;6;-;-;2;8;9;1;5;5;5;5;-;6;1;7;5;4;3;1;510
"81 anos";1;1;1;5;10;-;2;1;1;-;14;4;12;-;-;5;5;9;11;2;6;16;8;12;11;2;7;10;6;13;4;4;4;-;13;14;16;8;-;-;12;10;8;-;15;7;7;3;1;12;4;-;1;1;-;8;1;5;4;3;4;2;2;7;8;7;1;7;6;2;2;2;8;9;13;6;4;13;1;2;1;1;6;5;-;4;5;6;10;1;3;1;10;5;4;1;-;509
"82 anos";3;-;2;11;13;-;-;1;-;2;14;1;10;1;2;2;9;8;12;3;9;19;6;6;11;1;3;7;8;11;6;3;5;2;9;17;16;8;1;1;10;6;2;3;9;9;5;3;4;7;5;-;-;1;-;3;1;3;5;7;1;4;-;7;3;8;2;9;9;4;2;5;4;3;8;13;2;19;3;1;2;-;9;6;1;9;8;2;3;1;5;1;8;10;5;4;-;507
"83 anos";4;1;2;9;13;-;2;4;-;2;24;-;9;1;2;4;13;10;8;5;11;20;10;6;4;1;4;8;11;6;4;4;3;-;11;13;13;8;-;1;7;10;4;1;15;9;8;1;2;9;9;-;-;2;-;1;1;4;4;5;1;4;-;7;3;5;2;5;12;3;9;2;3;9;8;4;1;12;1;-;-;5;9;9;-;9;5;-;9;2;2;4;9;9;5;2;-;513
"84 anos";1;1;-;8;11;-;1;1;-;-;20;2;4;3;1;3;9;5;15;6;8;15;9;2;11;2;5;7;13;10;5;5;3;2;5;14;15;5;1;2;4;6;5;-;5;5;5;2;1;8;6;-;2;-;-;3;2;1;9;8;5;4;1;6;5;8;4;10;16;3;5;4;6;6;11;4;3;9;4;2;3;-;9;5;1;10;1;1;7;1;4;4;18;9;-;3;-;494
"85 anos";4;1;2;2;9;1;1;-;-;1;18;2;14;-;-;3;12;4;15;7;10;11;5;4;12;-;5;1;9;10;4;4;1;-;6;6;27;7;2;-;8;5;7;2;13;8;9;1;-;11;8;-;1;3;1;1;-;6;5;9;-;-;2;13;6;3;-;6;7;3;7;2;2;5;7;9;5;17;5;-;-;-;4;7;-;9;4;1;5;-;5;1;10;15;5;5;1;489
"86 anos";5;3;-;-;13;-;1;2;-;1;15;5;6;2;-;2;10;6;2;9;6;7;4;6;8;-;4;9;14;6;2;1;6;3;11;10;15;6;-;-;3;10;6;-;13;4;6;1;3;13;11;-;-;3;2;3;-;6;4;8;4;1;1;8;6;3;5;-;8;2;2;1;2;10;10;5;2;9;3;1;1;-;5;7;2;5;5;1;3;1;5;-;12;11;3;1;-;441
"87 anos";1;1;1;7;5;1;-;-;1;-;20;2;9;3;1;3;4;7;3;8;7;5;6;5;6;1;6;4;13;4;3;2;4;2;7;15;12;5;1;-;7;10;3;-;7;3;7;2;1;10;10;-;-;1;1;-;-;1;1;9;2;-;-;12;3;3;1;3;7;3;6;1;1;5;8;7;2;12;1;2;-;4;5;4;3;4;5;2;4;-;3;2;12;8;4;2;-;399
"88 anos";6;-;-;5;7;1;-;-;-;6;17;3;5;1;-;2;3;9;8;7;5;9;10;5;7;-;5;4;5;11;6;1;-;1;7;8;20;6;-;1;5;9;1;2;12;8;6;2;1;12;11;1;-;-;2;5;1;3;3;6;3;3;2;4;5;1;3;4;8;2;5;3;3;9;5;1;2;6;3;-;1;1;5;5;2;6;2;-;4;1;2;4;11;9;5;1;-;412
"89 anos";7;2;1;2;9;1;3;1;-;1;19;5;4;3;2;6;4;6;7;4;7;8;3;6;7;2;7;2;8;7;4;4;3;3;5;11;13;6;-;-;6;10;5;-;5;6;4;2;-;5;8;-;1;2;-;4;-;3;4;6;4;2;-;7;4;2;1;2;9;2;4;1;1;4;6;3;6;17;3;-;1;4;11;2;-;1;3;1;3;2;3;-;7;11;2;3;-;396
"90 anos";2;-;1;5;7;-;2;1;-;-;10;2;11;-;1;4;7;5;5;4;10;9;4;3;5;4;4;4;7;6;5;1;4;-;7;8;11;1;1;1;1;4;1;1;7;10;6;1;2;8;2;-;-;-;1;-;1;1;1;7;4;1;-;4;8;2;2;5;8;-;5;2;2;4;7;6;-;-;6;-;1;4;9;6;-;10;4;2;2;1;3;3;5;9;1;2;-;344
"91 anos";1;-;1;5;6;-;3;2;-;1;15;-;6;1;2;1;5;3;2;6;2;9;8;5;5;-;5;3;8;5;1;1;1;-;5;8;6;2;-;1;4;1;3;-;6;3;1;2;1;5;3;-;-;-;-;1;-;2;2;5;-;2;-;4;6;2;1;2;6;1;-;1;2;5;6;3;1;7;7;1;-;1;4;5;-;4;2;2;2;-;3;3;6;7;1;1;-;272
"92 anos";1;1;-;5;5;-;-;-;-;-;6;-;2;-;-;4;4;2;1;4;8;6;2;3;4;-;3;4;5;6;2;2;3;1;5;5;10;5;1;-;7;1;2;1;1;2;3;1;1;6;5;-;-;2;-;3;1;3;5;8;2;3;-;10;3;4;-;5;4;1;3;3;1;1;2;2;1;7;4;1;1;2;2;2;-;3;4;1;3;1;2;1;5;5;1;-;1;253
"93 anos";-;-;-;1;3;-;-;-;-;1;9;2;5;-;1;4;3;3;5;6;7;6;7;7;2;-;2;2;3;4;5;-;-;1;2;1;6;5;2;1;1;6;2;-;5;2;4;-;-;4;-;-;1;-;-;1;-;1;2;3;-;-;1;3;1;2;1;1;3;1;1;3;1;3;7;4;3;5;1;-;1;-;2;4;1;2;1;4;-;-;2;3;5;3;1;1;-;209
"94 anos";1;-;-;-;3;-;2;1;-;-;5;2;7;-;1;4;2;2;3;4;5;6;6;2;1;-;1;3;4;3;3;3;2;2;4;5;9;2;-;1;1;-;1;-;11;1;5;-;1;5;2;-;-;-;-;-;1;1;1;2;-;-;1;1;3;1;3;4;4;1;4;-;1;2;3;3;2;5;4;-;1;-;4;2;-;3;1;-;2;-;2;-;4;1;2;-;1;196
"95 anos";1;1;-;-;1;1;-;1;-;-;5;1;1;-;-;-;4;4;1;5;3;3;4;2;3;1;2;2;3;1;1;-;1;-;5;4;14;2;-;-;2;3;1;2;2;3;2;2;-;3;-;-;-;-;1;1;-;2;1;3;-;-;-;6;-;1;2;-;2;1;3;2;1;2;2;2;-;4;4;-;-;-;5;-;2;1;1;1;2;-;3;2;4;3;1;1;1;164
"96 anos";4;2;-;1;-;-;1;1;-;-;6;-;1;1;-;-;2;2;2;4;-;5;2;-;2;-;1;1;2;1;1;2;1;-;2;-;9;2;-;-;2;4;1;-;2;-;-;1;1;5;1;-;-;-;-;1;-;1;4;1;-;1;-;2;2;-;-;1;3;1;2;1;-;2;2;4;2;2;1;-;-;-;2;-;1;2;2;-;1;1;1;-;1;1;2;1;-;123
"97 anos";-;-;-;1;3;-;-;-;-;-;3;1;2;-;-;1;1;3;3;1;4;4;-;-;-;1;-;-;3;2;2;-;-;-;2;2;3;-;-;-;2;-;-;-;1;3;-;2;-;1;1;-;-;-;-;1;-;-;1;6;-;1;1;1;2;-;1;2;4;1;2;1;-;2;1;1;1;5;2;-;-;1;-;1;-;2;1;1;2;1;2;1;-;1;1;2;-;104
"98 anos";-;2;1;-;1;-;-;-;-;1;1;1;3;-;-;2;2;2;-;3;-;2;1;-;1;-;2;-;1;3;-;-;-;-;1;3;3;1;2;1;1;-;1;-;-;-;3;-;2;1;1;-;-;-;-;-;-;-;1;2;1;1;-;2;-;1;1;2;-;-;1;3;1;2;-;1;1;1;1;-;1;-;2;2;-;2;-;1;1;1;1;1;2;-;1;-;-;86
"99 anos";1;-;-;2;-;-;-;-;-;-;1;1;1;-;-;-;1;2;1;2;4;-;1;-;-;-;-;-;-;1;2;-;-;1;1;1;1;-;1;-;-;-;1;-;1;1;1;3;-;1;-;-;-;1;-;-;-;-;1;2;2;-;-;-;-;-;-;1;1;-;-;-;2;2;2;1;-;-;-;-;-;-;1;2;-;2;2;-;-;-;-;1;2;1;-;1;-;60
"100 anos";1;-;-;1;-;-;-;1;-;-;1;-;-;-;-;1;-;-;1;-;-;2;-;1;-;1;-;1;1;-;-;-;-;-;2;2;1;1;-;1;1;3;1;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;1;-;-;1;-;-;-;-;1;1;-;-;-;-;-;1;-;-;-;1;-;-;1;1;1;1;-;-;39
"101 anos";-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;1;-;1;-;-;-;3;-;-;1;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;2;-;1;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;1;-;-;-;-;1;-;-;-;2;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;1;24
"102 anos";-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;1;1;-;2;-;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;1;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;1;-;-;1;-;1;-;22
"103 anos";-;-;-;1;1;1;-;-;-;-;1;-;1;-;-;-;-;1;1;-;2;1;-;-;-;-;1;-;-;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;22
"104 anos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;1;-;-;-;-;-;-;-;-;1;-;-;1;-;1;1;-;-;-;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;13
"105 anos";-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;1;1;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;1;-;-;-;13
"106 anos";-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5
"107 anos";-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"108 anos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;4
"109 anos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;6
"113 anos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;2
"115 anos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"Ignorado";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"Total";120;37;58;192;373;20;90;68;21;73;926;92;422;47;47;144;373;348;514;179;325;656;365;290;642;50;218;254;382;641;300;212;136;51;547;566;605;284;34;60;414;502;303;39;550;360;385;71;74;358;235;9;17;49;34;202;29;156;229;260;77;140;37;345;265;201;117;242;409;113;174;71;144;228;331;263;212;570;130;55;43;69;410;213;81;331;156;67;271;25;197;82;313;354;133;120;52;22079
Fonte: Sistema de Informações sobre Mortalidade – SIM/PRO-AIM – CEInfo –SMS-SP
Notas:
1. Para tabulações de proporções, o campo referente à proporção deve constar em linhas ou colunas.
2. Os coeficientes de mortalidade podem ser tabuladas por Distrito Administrativo e seus agregados (Supervisão de Saúde e Região), faixa etária e sexo.
3. Os coeficientes de mortalidade por homicídio, aids, tuberculose e acidentes de trânsito foram calculados por 100.000 habitantes. 
4. A partir de 2005, os óbitos por acidentes de trânsito foram qualificados com o apoio da Companhia de Engenharia de Tráfego – CET.
