Mortalidade Geral
Óbitos Residentes MSP por Idade Detalhada e Distrito Admin residência
Sexo: Masculino
Raça/Cor: Branca
Período:2010-2019
"Idade Detalhada";"Água Rasa";"Alto de Pinheiros";"Anhanguera";"Aricanduva";"Artur Alvim";"Barra Funda";"Bela Vista";"Belém";"Bom Retiro";"Brás";"Brasilândia";"Butantã";"Cachoeirinha";"Cambuci";"Campo Belo";"Campo Grande";"Campo Limpo";"Cangaíba";"Capão Redondo";"Carrão";"Casa Verde";"Cidade Ademar";"Cidade Dutra";"Cidade Líder";"Cidade Tiradentes";"Consolação";"Cursino";"Ermelino Matarazzo";"Freguesia do Ó";"Grajaú";"Guaianases";"Iguatemi";"Ipiranga";"Itaim Bibi";"Itaim Paulista";"Itaquera";"Jabaquara";"Jaçanã";"Jaguara";"Jaguaré";"Jaraguá";"Jardim Ângela";"Jardim Helena";"Jardim Paulista";"Jardim São Luís";"José Bonifácio";"Lajeado";"Lapa";"Liberdade";"Limão";"Mandaqui";"Marsilac";"Moema";"Moóca";"Morumbi";"Parelheiros";"Pari";"Parque do Carmo";"Pedreira";"Penha";"Perdizes";"Perus";"Pinheiros";"Pirituba";"Ponte Rasa";"Raposo Tavares";"República";"Rio Pequeno";"Sacomã";"Santa Cecília";"Santana";"Santo Amaro";"São Domingos";"São Lucas";"São Mateus";"São Miguel";"São Rafael";"Sapopemba";"Saúde";"Sé";"Socorro";"Tatuapé";"Tremembé";"Tucuruvi";"Vila Andrade";"Vila Curuçá";"Vila Formosa";"Vila Guilherme";"Vila Jacuí";"Vila Leopoldina";"Vila Maria";"Vila Mariana";"Vila Matilde";"Vila Medeiros";"Vila Prudente";"Vila Sônia";"Ignorado";"Total"
"59 anos";53;9;18;53;50;8;31;25;14;17;92;17;54;21;21;46;56;70;62;49;31;82;76;46;69;21;48;46;68;110;40;52;68;32;63;72;76;43;10;23;61;57;46;23;89;50;52;29;20;46;43;1;20;44;19;36;8;20;41;76;42;26;18;74;48;30;27;48;82;33;48;24;51;66;75;44;36;117;40;10;12;49;70;50;19;45;45;25;42;14;57;37;44;59;58;23;13;4224
"60 anos";57;13;21;47;47;9;30;25;10;15;97;31;65;14;18;37;66;63;80;55;49;88;62;56;60;17;47;52;77;74;59;43;41;35;66;71;74;47;15;14;73;64;39;31;81;51;49;29;24;45;66;2;29;50;12;34;6;33;54;59;33;34;26;75;47;30;33;38;77;47;62;39;28;77;70;48;58;113;51;11;19;43;96;54;23;47;46;31;52;7;39;49;64;78;51;39;16;4429
"61 anos";69;11;28;54;44;9;26;27;5;21;86;18;66;18;31;45;71;62;82;47;37;92;86;59;57;17;50;43;75;110;29;37;41;31;81;74;89;41;14;17;68;65;45;23;89;50;52;46;27;45;58;4;33;45;10;30;9;36;43;70;43;37;25;96;49;43;26;61;108;48;84;33;35;94;64;41;50;135;52;13;14;51;84;57;29;40;65;39;58;16;50;50;70;78;67;49;21;4723
"62 anos";64;19;16;55;64;8;31;23;16;27;98;26;64;18;31;52;67;76;73;66;42;90;72;63;66;18;50;53;91;90;42;38;60;41;73;74;88;63;13;15;79;75;58;34;77;70;49;42;24;56;46;3;30;39;16;43;9;29;32;74;42;36;21;78;47;35;32;59;110;38;70;32;37;85;52;41;45;118;50;9;22;48;89;65;31;48;54;35;51;17;65;52;62;67;72;35;17;4788
"63 anos";66;22;20;42;64;10;31;33;9;19;94;35;64;22;39;47;70;73;78;43;54;97;84;56;63;22;46;56;104;88;53;35;61;40;84;92;65;41;19;11;68;76;55;27;88;56;56;53;27;45;49;2;28;39;15;54;10;26;37;70;45;28;28;74;57;40;41;56;129;39;72;31;38;74;75;59;45;133;53;14;24;54;85;75;36;53;60;34;45;10;54;44;58;80;61;46;15;4898
"64 anos";57;12;13;54;65;7;23;34;15;26;111;29;73;16;35;59;56;59;78;40;55;100;62;74;60;17;53;55;91;89;48;38;58;28;81;84;94;39;17;13;103;68;52;35;79;49;41;41;32;54;61;2;27;44;15;39;15;31;42;79;52;37;39;102;61;38;27;45;104;49;71;39;50;94;93;60;52;116;67;10;31;56;73;68;32;52;72;31;53;14;54;46;50;77;60;53;17;4972
"65 anos";72;15;15;49;51;9;41;32;15;21;103;30;67;29;30;48;84;60;69;65;62;112;76;68;74;25;49;49;93;127;39;50;67;40;67;97;92;44;13;11;81;73;51;40;67;60;52;43;31;53;51;2;40;49;18;44;11;31;41;80;59;27;30;90;47;42;38;44;110;42;76;46;38;80;78;45;41;128;59;12;20;49;78;59;26;52;68;43;48;15;65;72;80;80;77;47;15;5104
"66 anos";72;13;22;58;59;17;40;29;9;34;89;22;73;21;33;57;62;80;74;49;53;100;84;63;58;25;59;53;83;114;46;37;49;44;82;92;98;43;19;21;73;81;48;47;99;59;56;39;39;48;58;-;28;62;19;43;12;28;34;77;49;31;37;87;49;42;29;56;108;34;76;50;43;94;73;40;41;125;59;10;24;53;93;61;35;63;47;39;61;17;53;65;63;97;62;46;12;5110
"67 anos";69;21;15;57;59;18;34;30;7;24;88;26;59;34;38;70;73;70;80;62;35;97;73;65;67;25;66;54;87;93;43;37;73;49;65;86;107;48;17;15;84;43;48;42;84;57;45;37;28;52;57;1;21;39;16;40;10;33;39;78;57;32;31;85;59;34;28;54;106;45;64;50;48;98;101;61;43;125;56;14;27;71;83;75;29;59;56;43;54;14;57;55;71;77;61;52;7;5072
"68 anos";80;20;23;62;61;11;30;26;12;22;96;28;68;26;44;49;45;72;79;53;64;102;78;66;62;38;70;61;103;113;31;43;64;45;68;102;106;52;30;31;65;78;57;44;74;65;61;43;24;58;63;1;39;47;16;37;17;29;49;109;51;42;39;106;54;39;39;40;107;46;69;52;45;96;79;55;42;132;44;11;36;58;103;73;21;56;57;30;62;19;66;63;73;65;79;58;13;5332
"69 anos";69;17;9;55;57;11;29;37;17;14;82;41;61;19;43;57;82;73;71;62;58;80;78;59;53;30;55;51;91;90;30;34;49;45;78;96;90;47;22;21;78;76;44;45;101;45;53;72;33;49;69;2;47;52;19;42;15;37;50;102;59;37;35;89;58;38;30;46;112;42;100;45;50;78;80;52;39;124;62;12;21;61;87;65;39;69;73;37;57;22;66;81;74;80;77;30;10;5231
"70 anos";79;22;17;60;70;8;36;28;14;19;88;30;64;17;43;43;74;83;71;77;47;101;98;56;50;39;54;49;87;83;35;41;56;47;69;105;95;49;14;24;74;68;50;45;78;45;52;51;35;43;71;3;55;62;14;41;10;29;40;108;50;33;25;98;50;33;47;64;115;46;91;52;51;94;71;45;56;120;53;10;34;52;81;75;29;62;57;48;34;21;56;77;72;91;70;47;20;5246
"71 anos";89;26;14;58;77;9;35;28;18;22;98;38;67;20;54;61;71;81;87;55;62;96;73;61;51;28;52;60;79;96;36;38;68;46;81;97;101;38;16;35;64;65;42;64;91;46;50;65;31;60;62;1;42;68;24;40;10;26;34;103;59;32;25;122;48;40;35;55;106;59;95;63;41;94;74;43;39;130;54;9;26;57;98;83;29;49;67;42;64;22;84;78;64;83;68;59;9;5415
"72 anos";82;36;13;65;65;12;39;31;19;23;82;42;54;18;52;65;58;72;86;61;73;100;68;68;52;32;62;49;97;106;34;39;60;46;75;97;121;61;12;24;81;52;48;49;97;46;43;56;43;37;58;1;34;56;30;42;18;41;48;94;68;35;34;105;52;43;45;60;127;56;84;53;59;90;93;51;49;123;88;14;28;72;106;62;32;60;52;43;41;12;58;82;78;80;75;52;12;5499
"73 anos";85;23;11;74;79;10;36;24;13;21;94;37;74;34;50;61;79;76;65;63;55;98;86;67;43;41;64;40;93;85;33;54;55;67;62;79;114;43;26;30;58;63;42;50;78;50;35;65;28;55;66;5;46;81;18;38;17;35;28;75;61;28;38;121;52;35;35;68;104;48;84;52;51;93;90;44;51;118;61;14;32;77;83;74;40;71;87;45;50;18;68;64;75;94;77;50;16;5446
"74 anos";82;26;10;64;60;7;39;29;18;19;88;44;59;25;59;45;73;75;60;77;62;101;80;47;41;43;81;50;82;98;31;43;83;65;73;98;114;56;13;32;70;62;49;56;89;50;50;58;29;52;73;3;44;59;25;40;6;18;43;97;74;30;34;86;53;38;42;76;113;47;85;54;52;97;68;41;51;138;83;11;33;76;87;75;33;60;78;42;52;22;56;72;77;97;87;57;12;5514
"75 anos";95;30;11;75;58;10;48;38;18;24;77;43;81;29;62;80;70;71;79;65;58;123;67;57;49;26;59;46;93;99;27;46;72;58;66;108;107;60;26;14;66;51;45;44;85;46;50;66;43;45;80;2;46;61;25;38;7;31;32;107;73;25;31;112;49;39;35;74;108;51;103;68;62;108;79;56;44;131;67;16;29;97;104;77;31;67;78;50;49;22;73;81;78;87;83;50;9;5691
"76 anos";92;44;14;66;59;10;42;39;10;25;76;40;59;27;64;66;63;77;71;59;63;103;82;51;42;36;59;45;94;81;45;37;92;68;66;92;123;50;27;18;67;65;54;69;93;48;42;58;38;54;81;4;58;75;19;34;22;27;41;106;71;26;39;106;59;22;42;52;146;66;129;72;53;102;67;65;55;122;107;8;37;86;100;99;33;62;69;47;46;32;87;91;76;101;90;52;7;5856
"77 anos";100;27;12;64;61;16;36;47;18;21;85;57;64;30;63;70;77;84;58;82;67;92;64;52;47;35;80;48;91;74;29;35;85;82;56;118;100;52;17;19;57;42;49;59;82;35;62;78;39;50;61;2;45;85;23;47;11;22;36;120;86;24;42;119;63;31;43;63;121;64;96;64;49;99;92;61;51;111;74;12;45;111;87;106;29;64;77;48;55;20;73;88;96;79;88;62;7;5820
"78 anos";83;38;10;77;73;15;40;41;23;20;87;60;66;28;50;74;66;74;48;97;88;109;78;61;34;40;83;51;99;74;26;38;78;68;66;69;125;65;19;33;55;49;43;53;79;35;42;60;48;62;83;3;55;68;26;34;17;25;45;104;76;34;38;94;61;39;40;55;139;63;121;70;52;105;97;61;44;146;101;7;38;99;92;98;39;53;105;57;41;30;67;99;72;87;107;63;11;5961
"79 anos";104;36;11;64;71;15;34;38;12;25;78;51;67;39;70;55;74;62;66;79;58;105;75;60;30;41;94;46;111;63;26;36;89;86;58;91;119;59;15;26;50;60;40;57;78;44;47;81;40;50;97;4;73;94;29;34;12;23;22;117;73;33;48;124;86;41;48;60;145;63;127;69;58;130;80;73;45;140;95;11;36;111;106;76;45;54;76;55;48;18;94;82;84;116;85;67;11;6104
"80 anos";107;49;9;81;59;16;51;52;21;16;72;61;57;33;63;62;53;81;71;79;98;84;67;46;33;46;73;37;90;59;34;21;94;101;47;72;144;57;27;22;57;34;35;73;85;47;42;66;39;48;83;3;56;84;36;27;13;25;26;132;88;23;73;92;51;31;54;52;125;74;110;80;54;114;75;45;29;116;95;8;32;84;96;91;37;37;87;53;39;20;82;102;83;97;109;48;3;5845
"81 anos";115;53;9;65;59;19;40;51;25;19;74;55;59;32;77;65;48;66;73;98;65;92;85;66;26;59;80;51;116;61;29;22;95;71;47;68;119;50;25;27;52;50;39;74;76;26;42;64;47;54;84;4;79;86;37;38;16;29;32;123;97;25;60;100;57;34;41;65;149;55;145;73;51;127;75;51;42;107;91;15;39;102;97;107;25;31;88;46;38;26;91;123;85;104;81;68;10;6029
"82 anos";105;44;9;64;65;19;58;35;17;22;76;71;56;40;76;57;44;76;50;82;61;87;81;55;18;58;90;39;100;64;23;23;93;99;44;73;130;64;30;25;45;39;31;85;55;32;34;90;45;53;87;3;76;81;26;40;12;19;19;146;95;27;47;99;62;24;34;55;126;71;135;82;55;108;68;44;42;108;108;13;41;88;76;107;27;47;96;64;42;27;77;126;77;98;102;52;7;5898
"83 anos";91;52;5;67;57;16;41;44;11;15;74;47;50;30;83;63;57;70;56;83;74;95;71;46;22;49;95;26;115;49;26;30;84;108;44;70;133;60;22;24;52;39;27;94;85;34;33;82;46;54;85;-;75;120;35;24;17;18;25;126;104;28;61;108;63;29;34;51;124;74;134;71;54;118;60;37;22;117;109;9;35;108;85;88;35;49;65;61;39;36;75;134;79;88;99;59;11;5879
"84 anos";110;55;4;63;45;13;45;31;22;22;70;60;73;39;80;57;53;64;35;82;69;72;53;47;22;69;88;44;74;49;24;17;100;92;52;57;119;58;28;24;41;41;35;91;72;27;23;66;38;47;77;-;66;106;32;28;13;20;21;103;93;22;52;94;57;19;44;63;132;63;132;65;63;118;64;42;34;108;108;4;26;125;99;94;38;43;75;49;34;17;82;130;73;110;109;63;6;5678
"85 anos";116;46;11;60;45;13;56;44;15;18;60;68;50;31;81;58;46;64;42;83;64;76;76;28;15;63;77;31;102;47;25;18;93;103;47;62;115;46;23;10;43;41;25;106;52;18;33;98;52;57;78;3;80;103;32;22;20;19;35;107;109;19;81;90;47;19;28;51;107;83;126;73;58;106;45;37;40;106;105;2;39;104;68;103;38;38;91;44;43;29;58;109;60;88;99;52;7;5554
"86 anos";108;42;5;63;41;18;51;49;10;18;62;61;44;28;85;53;41;77;43;87;56;80;53;37;18;69;101;28;92;40;15;23;88;104;37;58;107;53;19;20;31;30;35;100;52;16;26;89;45;53;79;5;84;113;37;21;15;27;26;110;111;20;68;80;35;15;23;52;95;80;135;70;44;105;47;39;27;88;109;8;27;112;79;75;32;48;85;47;34;33;66;142;65;96;88;54;6;5418
"87 anos";93;32;4;31;55;17;45;48;14;13;51;58;50;30;78;42;36;51;30;69;58;62;47;31;14;78;79;33;82;47;27;12;92;92;34;56;117;36;11;23;40;21;34;91;51;12;21;86;37;40;59;3;75;101;33;17;8;12;18;89;119;8;70;73;31;22;29;43;99;73;115;83;51;86;41;37;22;63;118;6;25;129;74;91;31;33;72;51;25;28;70;118;61;79;71;45;7;4925
"88 anos";90;41;6;32;39;16;44;36;12;7;44;38;31;27;70;46;38;51;32;63;57;52;29;25;12;63;52;34;61;36;14;12;73;72;22;45;104;34;13;19;28;24;21;90;48;16;15;72;39;50;64;-;76;83;30;13;14;13;11;99;95;14;57;57;44;19;22;47;103;59;107;59;37;72;38;40;15;58;90;6;42;83;56;88;20;23;72;48;35;21;59;113;69;61;68;41;12;4348
"89 anos";77;30;3;35;31;14;28;45;25;10;38;30;36;35;78;46;23;32;32;57;40;44;24;25;13;60;69;29;74;41;13;12;72;83;27;49;79;35;12;12;17;25;20;109;41;18;12;61;45;36;52;-;68;70;26;17;11;6;19;66;94;12;62;64;36;12;22;37;72;60;82;59;32;80;33;35;12;70;89;5;23;69;49;78;21;19;69;46;16;20;44;121;58;63;77;54;6;4038
"90 anos";59;44;4;31;19;12;39;21;11;9;45;49;28;19;49;34;25;45;22;43;42;56;38;18;6;61;49;26;40;25;10;8;56;77;14;33;64;21;15;12;31;11;22;73;28;13;16;56;38;23;34;-;75;59;25;12;12;9;11;68;71;14;47;47;25;14;22;31;59;44;106;72;30;57;36;19;9;57;65;5;16;68;44;57;23;13;61;32;20;18;41;103;39;47;51;49;9;3416
"91 anos";53;32;5;31;24;11;31;19;13;7;29;20;21;18;50;20;27;23;22;34;33;33;24;18;6;48;47;15;47;22;6;5;58;66;17;20;51;16;10;9;15;14;7;71;24;15;16;52;40;27;30;-;52;54;34;6;11;9;9;59;65;10;48;40;24;11;12;19;49;42;84;51;31;47;27;23;8;51;63;4;14;68;38;38;11;16;54;33;21;19;26;101;33;46;53;39;6;2911
"92 anos";47;33;3;24;25;6;33;24;11;9;35;19;22;20;38;27;11;18;31;35;31;44;23;23;4;43;38;10;40;17;4;3;45;52;11;23;54;24;18;10;15;12;12;60;18;3;8;49;27;18;35;2;46;41;18;10;7;8;9;43;46;9;38;41;11;13;22;16;36;37;71;57;22;38;18;22;8;27;64;4;18;43;33;46;14;21;35;34;13;23;43;81;36;36;40;23;3;2571
"93 anos";32;27;2;25;9;12;28;22;8;6;18;22;21;13;36;20;7;17;7;23;29;24;15;16;1;37;20;4;45;14;4;6;41;53;7;24;37;18;11;6;9;12;10;52;16;9;10;43;24;19;18;-;49;33;13;4;2;8;4;36;51;4;44;38;13;8;13;21;35;41;51;33;22;40;13;20;6;22;48;4;14;39;26;35;12;10;26;21;8;11;24;69;19;28;24;24;3;2058
"94 anos";20;23;1;14;9;7;18;10;2;6;16;18;14;9;25;15;14;9;12;23;14;18;18;11;6;31;25;5;29;12;7;1;30;53;9;13;34;12;6;8;10;17;7;39;14;8;9;37;13;18;18;1;37;24;12;9;3;2;9;32;47;3;39;20;13;6;9;13;27;26;39;32;18;24;12;22;5;18;39;2;4;24;14;34;6;10;19;15;8;11;15;51;13;25;24;21;-;1634
"95 anos";22;22;1;8;6;3;9;12;6;2;8;13;7;9;21;19;9;10;11;15;8;15;8;12;4;17;15;5;25;7;6;3;28;35;3;9;26;10;1;7;6;8;7;38;14;1;2;26;10;14;24;-;33;23;14;5;2;2;4;17;29;2;25;16;11;2;9;9;24;21;34;17;4;20;11;6;4;14;34;-;6;28;20;23;10;-;24;10;4;6;17;58;8;14;14;22;1;1264
"96 anos";13;8;1;7;3;3;15;8;2;2;10;10;10;13;18;5;6;9;15;12;7;10;10;5;-;21;11;2;9;6;2;4;23;24;4;8;20;10;3;2;6;1;3;33;10;6;3;15;13;8;18;-;25;18;12;2;-;3;4;17;18;3;20;11;6;6;8;5;18;13;31;13;6;15;2;5;3;9;23;-;2;21;13;8;7;4;9;4;3;5;8;30;5;6;7;15;-;910
"97 anos";10;10;-;3;4;2;14;3;4;4;10;7;7;3;12;9;8;5;3;6;5;11;11;2;4;13;11;6;8;6;-;-;15;17;2;4;12;7;4;1;3;1;5;26;1;2;3;15;8;6;7;-;18;16;7;1;1;2;5;17;24;1;24;10;8;1;8;3;15;14;12;12;4;11;8;14;2;9;18;-;2;13;5;12;8;5;5;4;3;1;3;28;11;10;16;4;2;737
"98 anos";10;5;-;3;5;2;4;5;1;2;2;7;2;6;8;-;3;4;6;7;8;7;3;3;-;7;5;5;6;1;1;3;11;17;1;2;8;4;2;1;3;2;2;24;3;2;1;8;2;2;5;-;12;7;9;2;1;1;1;6;14;-;14;3;6;-;5;-;9;9;19;11;2;9;1;3;2;4;12;1;7;5;4;4;4;2;4;5;2;2;2;23;6;7;4;4;1;480
"99 anos";4;5;1;3;3;3;7;3;1;2;4;2;-;3;11;8;1;1;3;3;2;2;5;1;1;7;3;-;2;1;1;1;7;9;3;3;5;2;2;-;1;2;1;10;3;1;2;2;-;2;5;-;13;5;4;3;-;1;-;6;16;-;5;6;7;-;1;2;6;7;9;12;1;4;2;6;1;3;11;-;1;9;2;8;3;1;2;4;2;2;6;22;3;6;3;1;1;361
"100 anos";7;1;-;1;-;-;-;1;2;1;3;1;1;6;-;-;2;4;1;6;2;3;1;2;-;6;3;4;5;-;1;-;2;10;4;3;6;1;-;1;3;-;-;2;3;-;-;4;5;-;2;-;5;4;-;-;-;-;-;7;6;-;7;1;-;-;1;3;1;2;3;3;3;2;2;2;-;2;9;-;1;3;3;3;3;3;6;-;-;1;1;7;3;3;1;4;-;215
"101 anos";3;2;-;1;-;1;3;2;1;-;2;2;1;-;2;-;-;-;-;2;2;6;-;-;1;2;2;-;3;2;-;2;-;8;-;2;1;1;-;1;1;1;-;4;1;-;-;2;1;2;1;-;3;3;-;1;2;1;-;5;8;-;3;2;1;-;1;-;4;5;2;-;1;1;3;1;-;2;3;-;-;1;1;1;1;-;2;2;-;1;-;12;2;2;2;3;-;150
"102 anos";1;1;-;-;1;1;1;-;-;-;1;-;-;-;4;-;-;1;-;-;-;2;1;-;-;3;-;1;-;-;1;-;1;2;1;2;2;1;-;-;3;-;1;2;-;1;-;3;-;-;2;1;-;1;2;1;-;1;1;4;5;-;5;1;1;-;2;1;4;-;4;1;1;2;-;1;1;-;2;-;-;4;2;2;1;1;1;-;-;-;1;7;1;3;2;2;-;109
"103 anos";-;-;-;1;-;-;1;-;-;1;2;-;-;-;-;-;-;1;1;-;1;1;-;-;-;-;-;-;1;1;-;-;2;3;-;-;4;1;-;1;-;-;-;3;-;2;-;1;-;1;-;-;-;-;-;-;-;-;-;2;4;-;-;-;-;-;-;-;1;4;-;2;1;-;1;-;-;-;-;-;-;2;-;-;-;-;1;-;-;1;-;3;-;-;-;-;-;51
"104 anos";1;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;2;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;1;-;-;-;1;1;-;1;2;-;-;-;-;2;-;-;2;-;-;-;-;1;-;-;-;-;-;1;1;1;-;1;2;1;3;-;-;-;-;-;1;1;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;1;-;-;-;34
"105 anos";-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;1;1;1;-;-;2;-;-;-;1;-;-;2;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;1;1;-;1;-;3;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;1;-;1;-;-;-;22
"106 anos";-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;1;1;-;-;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;9
"107 anos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;8
"108 anos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"110 anos";-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1
"Ignorado";-;-;-;-;-;-;-;2;1;4;-;-;-;-;1;-;-;-;1;-;-;-;-;1;1;-;-;-;-;-;-;2;-;-;-;1;-;-;1;-;-;1;-;-;-;-;2;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;1;2;1;1;-;2;1;1;-;-;-;-;-;-;1;-;-;-;-;-;1;1;-;-;1;-;2;1;-;1;-;-;6;42
"Total";3661;1280;839;2687;2631;568;1830;1616;744;984;4770;1770;3229;1206;2328;2471;3297;3386;3752;2952;2619;4652;3570;2769;2649;1769;2995;2234;4239;4811;1797;2043;3265;2816;3316;4197;4928;2339;860;1009;3362;3436;2360;2635;4273;2155;2572;2610;1652;2320;3051;132;2241;2955;1084;2050;598;1411;1864;4317;3086;1557;1919;4458;2476;1655;1754;2538;5408;2572;4301;2471;2253;4349;3533;2481;2255;6028;3372;545;1258;3344;4410;3447;1719;2616;3175;1944;2563;930;3136;3816;3111;3928;3512;2381;763;257020
Fonte: Sistema de Informações sobre Mortalidade – SIM/PRO-AIM – CEInfo –SMS-SP
Notas:
1. Para tabulações de proporções, o campo referente à proporção deve constar em linhas ou colunas.
2. Os coeficientes de mortalidade podem ser tabuladas por Distrito Administrativo e seus agregados (Supervisão de Saúde e Região), faixa etária e sexo.
3. Os coeficientes de mortalidade por homicídio, aids, tuberculose e acidentes de trânsito foram calculados por 100.000 habitantes. 
4. A partir de 2005, os óbitos por acidentes de trânsito foram qualificados com o apoio da Companhia de Engenharia de Tráfego – CET.
